hr,codigo_linha,origem,destino,tipo,circular,codigo_cl
21:21,7062-41,HORTO DO YPÊ,METRÔ CAMPO LIMPO,,2,35039
21:21,1787-10,METRÔ SANTANA,VL. MARIETA,,2,33418
21:21,6422-10,TERM. BANDEIRA,VL. CRUZEIRO,,1,361
21:21,675N-10,METRÔ ANA ROSA,TERM. STO. AMARO,,2,33130
21:21,819A-10,JD. PRIMAVERA,CPTM VL. AURORA,,2,33571
21:21,607A-10,SOCORRO,JD. APURÁ,,2,34907
21:21,3787-10,METRÔ ITAQUERA,CID. TIRADENTES,,1,1612
21:21,476G-41,METRÔ ANA ROSA,VL. INDUSTRIAL,,1,1112
21:21,701A-10,METRÔ VL. MADALENA,PQ. EDU CHAVES,,1,689
21:21,507T-10,METRÔ CARRÃO,TERM. SAPOPEMBA,,1,2208
21:21,809P-10,TERM. PINHEIROS,TERM. CAMPO LIMPO,,2,34659
21:21,4115-10,PÇA. DA REPÚBLICA,SHOP. PLAZA SUL,,1,322
21:21,8030-10,TERM. VL. SÔNIA,PARAISÓPOLIS,,1,2562
21:21,6014-10,TERM. STO. AMARO,TERM. JD. JACIRA,,2,32956
21:21,7272-10,PÇA. RAMOS DE AZEVEDO,MERCADO DA LAPA,,2,34101
21:21,7725-10,TERM. LAPA,RIO PEQUENO,,1,472
21:21,6043-10,TERM. STO. AMARO,JD. CAPELINHA,,2,33988
21:21,3001-10,TERM. SÃO MIGUEL,ITAIM PAULISTA,,2,34418
21:21,519M-10,MUSEU DO IPIRANGA,SÃO MATEUS,,2,34979
21:21,846M-10,TERM. PINHEIROS,VL. PIAUÍ,,2,33190
21:21,6047-10,STO. AMARO,JD. LÍDIA,,1,1224
21:21,6084-10,TERM. VARGINHA,JD. CHÁC. DO SOL,,1,1169
21:21,5034-31,VL. LIVIERO,TERM. SACOMÃ,,1,1664
21:21,407P-10,METRÔ TATUAPÉ,TERM. CID. TIRADENTES,,2,34968
21:21,6062-10,JD. CASTRO ALVES,TERM. GRAJAÚ,,2,33919
21:21,2714-10,VL. RUI BARBOSA,METRÔ VL. MATILDE,,1,927
21:21,5128-10,METRÔ CONCEIÇÃO,JD. APURÁ,,2,33896
21:21,189L-10,LAPA,CONEXÃO VL. IÓRIO,,2,35218
21:21,5164-21,PQ. IBIRAPUERA,CID. LEONOR,,2,34384
21:21,5317-10,PÇA. DO CORREIO,SESC/ORION,,1,69
21:21,2583-10,TERM. ARICANDUVA,VL. CURUÇÁ,,1,375
21:21,172N-10,METRÔ BELÉM,SHOP. CENTER NORTE,,1,664
21:21,6076-41,TERM. STO. AMARO,JD. SATÉLITE II,,1,1986
21:21,6027-10,TERM. STO. AMARO,JD. GRAUNA,,2,32858
21:21,874T-10,LAPA,IPIRANGA,,2,33075
21:21,7062-10,TERM. CAMPO LIMPO,INOCOOP CAMPO LIMPO,,2,34666
21:21,695X-10,METRÔ JABAQUARA,TERM. VARGINHA,,2,34209
21:21,2005-10,SÃO MIGUEL,JD. ROMANO,,1,893
21:21,297A-10,METRÔ BARRA FUNDA,VL. SANTA MARIA,,1,2133
21:21,4020-10,JD. NOVO HORIZONTE,E. T. ITAQUERA,,2,35298
21:21,9717-10,METRÔ SANTANA,JD. ALMANARA,,1,817
21:21,8077-10,TERM. VL. SÔNIA,JD. JOÃO XXIII,,1,2050
21:21,875C-1,METRÔ STA. CRUZ,TERM. LAPA,,1,2510
21:21,6200-10,TERM. BANDEIRA,TERM. STO. AMARO,,1,355
21:21,8075-21,TERM. VL. SÔNIA,TERM. CAMPO LIMPO,,2,35305
21:21,930P-10,TERM. PINHEIROS,TERM. PQ. D. PEDRO II,,1,2115
21:21,6093-10,TERM. GRAJAÚ,VARGEM GRANDE,,1,1585
21:21,6L08-10,HOSP. PARELHEIROS,JD. SÃO NICOLAU,,1,1182
21:21,5752-10,METRÔ CONCEIÇÃO,VL. MISSIONÁRIA,,2,34055
21:21,8016-10,TERM. PIRITUBA,JD. RINCÃO,,1,1346
21:21,1743-10,SHOP. D,JD. PERY ALTO,,2,33311
21:21,307C-10,METRÔ ARTUR ALVIM,CONJ. ENCOSTA NORTE,,2,34882
21:21,1720-21,METRÔ TUCURUVI,VILA SABRINA,,2,34705
21:21,4053-10,CPTM GUAIANASES,GUAIANASES,,2,34914
21:21,888P-10,COHAB TAIPAS,PERUS,,1,454
21:21,8013-41,JD. PAINEIRAS,TERM. JD. BRITANIA,,1,2011
21:21,3013-10,METALÚRGICOS,TERM. CID. TIRADENTES,,1,954
21:21,7181-10,TERM. PRINC. ISABEL,CID. UNIVERSITÁRIA,,2,34100
21:21,7055-10,TERM. CAMPO LIMPO,JD. GUARUJÁ,,2,34656
21:21,7040-10,PINHEIROS,PARAISÓPOLIS,,2,33544
21:21,2734-10,METRÔ ITAQUERA,JD. CAMPOS,,2,34528
21:21,4085-10,METRÔ ITAQUERA,COHAB FAZENDA DO CARMO,,1,2156
21:21,8615-10,TERM. PQ. D. PEDRO II,PQ. DA LAPA,,1,1339
21:21,2009-10,CPTM GUAIANASES,JD. ROBRU,,1,898
21:21,4087-10,VL. POPULAR,E.T. ITAQUERA,,1,2602
21:21,5164-10,PQ. IBIRAPUERA,VL. STA. CATARINA,,2,34051
21:21,148P-10,METRÔ BARRA FUNDA,PEDRA BRANCA,,1,534
21:21,574R-10,METRÔ BELÉM,TERM. SAPOPEMBA,,2,34391
21:21,2721-10,METRÔ ITAQUERA,JD. NAZARÉ,,1,934
21:21,677A-10,ITAIM BIBI,TERM. JD. ÂNGELA,,1,1239
21:21,2006-10,CPTM ITAIM PAULISTA,CID. KEMEL I,,1,895
21:21,7052-10,TERM. CAMPO LIMPO,JD. HELGA,,2,34654
21:21,507T-10,METRÔ CARRÃO,TERM. SAPOPEMBA,,2,34976
21:21,574A-10,LGO. CAMBUCI,AMERICANÓPOLIS,,2,33370
21:21,208M-10,TERM. PINHEIROS,METRÔ SANTANA,,1,2478
21:21,3141-10,TERM. PQ. D. PEDRO II,SÃO MATEUS,,2,33502
21:21,7245-10,HOSP. DAS CLÍNICAS,TERM. STO. AMARO,,1,363
21:21,6403-10,TERM. PQ. D. PEDRO II,TERM. JOÃO DIAS,,2,32826
21:21,2720-10,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM,,1,933
21:21,5111-10,TERM. PQ. D. PEDRO II,TERM. STO. AMARO,,2,32816
21:21,7053-10,TERM. CAMPO LIMPO,JD. MACEDÔNIA,,1,1887
21:21,7550-10,METRÔ STA. CECÍLIA,TERM. STO. AMARO,,1,2093
21:21,709M-10,TERM. PINHEIROS,TERM. STO. AMARO,,1,2462
21:21,2772-10,METRÔ PENHA,JD. NAZARÉ,,1,398
21:21,6823-10,TERM. CAPELINHA,JD. GUARUJÁ,,1,34
21:21,5106-10,LGO. SÃO FRANCISCO,MAR PAULISTA,,1,1280
21:21,6051-31,TERM. VARGINHA,JD. ITAJAÍ,,2,34374
21:21,4011-10,TERM. SÃO MATEUS,JD. LIMOEIRO,,2,34952
21:21,9011-10,TERM. CACHOEIRINHA,CPTM JARAGUÁ,,2,33646
21:21,8007-10,TERM. PIRITUBA,HAB. TURÍSTICA,,1,1257
21:21,5106-21,TERM. ÁGUA ESPRAIADA,JD. SELMA,,2,34740
21:21,9090-10,TERM. CASA VERDE,PQ. TIETÊ,,2,33652
21:21,6008-10,EST. STO. AMARO/GUIDO CALOI,JD. PLANALTO,,2,33968
21:21,314J-10,PÇA. ALMEIDA JR.,PQ. STA. MADALENA,,2,33078
21:21,8199-10,CEM. VL. NOVA CACHOEIRINHA,PIRITUBA,,2,33575
21:21,857C-10,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,,2,34669
21:21,908T-10,BUTANTÃ,TERM. PQ. D. PEDRO II,,1,2116
21:21,5012-10,JABAQUARA,VL. GUACURI,,1,1116
21:21,627J-10,METRÔ SÃO JUDAS,JD. MIRIAM,,1,2056
21:21,524L-10,METRÔ TATUAPÉ,PQ. SÃO LUCAS,,2,34483
21:21,5362-23,VICENTE RAO,PQ. RES. COCAIA,,1,1860
21:21,3718-10,NOVA AMERICA,METRÔ ARTUR ALVIM,,2,33781
21:21,4729-10,METRÔ BELÉM,PQ. BANCÁRIO,,1,1108
21:21,2723-10,METRÔ ITAQUERA,UNIÃO DE VL. NOVA,,1,937
21:21,5026-10,JD. SÃO ROBERTO,CONJ. TEOTÔNIO VILELA,,2,34403
21:21,233C-10,CERET,TERM. A. E. CARVALHO,,2,32923
21:21,527R-10,TERM. STO. AMARO,VL. IMPÉRIO,,1,271
21:21,675G-10,METRÔ JABAQUARA,PQ. RES. COCAIA,,2,32874
21:21,4002-10,TERM. VL. CARRÃO,GUAIANASES,,2,34945
21:21,6806-10,TERM. JOÃO DIAS,JD. NOVO ORIENTE,,2,32800
21:21,574C-10,DIV. DE SÃO CAETANO,SÃO MATEUS,,2,34407
21:21,6091-10,TERM. STO. AMARO,VARGEM GRANDE,,2,33943
21:21,6L04-10,TERM. PARELHEIROS,JD. ORIENTAL/FONTES,,1,1180
21:21,809T-10,LAPA,COHAB RAPOSO TAVARES,,2,35014
21:21,1703-10,SHOP. CENTER NORTE,JD. FONTÁLIS,,2,33615
21:21,8043-10,LAPA,HAB. TURÍSTICA,,1,407
21:21,5032-10,TERM. SACOMÃ,VL. ARAPUÁ,,2,34430
21:21,8707-10,TERM. PRINC. ISABEL,RIO PEQUENO,,2,34832
21:21,7005-10,JD. ÂNGELA,JD. VERA CRUZ,,2,34766
21:21,4010-10,TERM. VL. CARRÃO,JD. NSA. SRA. DO CARMO,,1,2183
21:21,6338-10,PQ. IBIRAPUERA,JD. MIRIAM,,1,1293
21:21,857R-10,ACLIMAÇÃO,TERM. CAMPO LIMPO,,1,1892
21:21,607C-10,ITAIM BIBI,JD. MIRIAM,,1,1977
21:21,546A-31,STO. AMARO,JD. APURÁ,,1,1132
21:21,2007-10,CPTM ITAIM PAULISTA,CID. KEMEL II,,1,896
21:21,5107-10,PÇA. DO CORREIO,TERM. SACOMÃ,,2,34427
21:21,5011-10,STO. AMARO,ELDORADO,,2,33883
21:21,342M-10,TERM. PENHA,TERM. SÃO MATEUS,,1,747
21:21,8015-10,TERM. PIRITUBA,CEM. DE PERUS,,1,1345
21:21,546J-31,STO. AMARO,JD. SELMA,,1,2015
21:21,4018-10,TERM. SÃO MATEUS,METALÚRGICOS,,1,2191
21:21,8019-10,METRÔ BUTANTÃ,PQ. CONTINENTAL,,2,34839
21:21,5034-31,VL. LIVIERO,TERM. SACOMÃ,,2,34432
21:21,971R-42,METRÔ SANTANA,CDHU VOITH,,2,33384
21:21,8085-10,CIRCULAR USP,P3,,1,2608
21:21,5033-10,TERM. SACOMÃ,VL. BRASILINA,,2,34433
21:21,7055-10,TERM. CAMPO LIMPO,JD. GUARUJÁ,,1,1888
21:21,351F-10,TERM. VL. CARRÃO,JAÇANÃ,,1,687
21:21,1744-10,METRÔ SANTANA,LAUZANE PAULISTA,,1,544
21:21,9011-21,CITY JARAGUÁ,CPTM JARAGUÁ,,1,1768
21:21,8055-10,LAPA,PERUS,,1,414
21:21,3796-10,METRÔ ITAQUERA,GLEBA DO PESSEGO,,1,1074
21:21,6801-51,TERM. JOÃO DIAS,JD. IBIRAPUERA,,1,1774
21:21,7013-10,TERM. VL. SÔNIA,PQ. ARARIBA,,2,33543
21:21,8002-10,TERM. LAPA,TERM. PIRITUBA,,2,34020
21:21,502J-22,VL. JOANIZA,EST. AUTÓDROMO,,1,2107
21:21,5127-10,EST. JURUBATUBA,VL. GUACURI,,1,1127
21:21,2710-10,BURGO PAULISTA,METRÔ PATRIARCA,,1,924
21:21,7021-10,TERM. JOÃO DIAS,JD. MARACÁ,,1,1989
21:21,8020-10,SHOP. MORUMBI,BUTANTÃ,,2,34494
21:21,1764-10,METRÔ SANTANA,JD. CORISCO,,1,625
21:21,3053-10,METRÔ BELÉM,JD. ITÁPOLIS,,1,973
21:21,5034-10,TERM. SACOMÃ,VL. LIVIERO,,2,34431
21:21,2711-10,METRÔ PATRIARCA,PONTE RASA,,2,33693
21:21,637J-10,PINHEIROS,VL. SÃO JOSÉ,,1,103
21:21,7022-10,TERM. STO. AMARO,JD. CAIÇARA,,1,2084
21:21,213E-10,METRÔ BELÉM,PQ. EDU CHAVES,,1,2498
21:21,577T-10,METRÔ ANA ROSA,JD. MIRIAM,,2,34059
21:21,4284-10,TERM. VL. PRUDENTE,VL. CALIFÓRNIA,,2,33057
21:21,7053-21,TERM. CAMPO LIMPO,JD. MARIA SAMPAIO,,1,1895
21:21,6069-10,TERM. STO. AMARO,JD. SÃO BERNARDO,,2,33922
21:21,172X-10,METRÔ TATUAPÉ,PQ. NOVO MUNDO,,1,861
21:21,6001-10,TERM. STO. AMARO,TERM. CAPELINHA,,1,52
21:21,6030-10,TERM. STO. AMARO,UNISA-CAMPUS 1,,2,33910
21:21,178T-10,CEASA,METRÔ SANTANA,,2,33333
21:21,2175-10,TERM. PQ. D. PEDRO II,PQ. EDU CHAVES,,2,33465
21:21,N633-11,MORUMBI SHOP.,METRÔ JABAQUARA,,2,35166
21:21,948A-10,METRÔ BARRA FUNDA,VL. ZATT,,2,34191
21:21,271M-10,METRÔ SANTANA,PQ. NOVO MUNDO,,2,33452
21:21,7001-10,JD. ÂNGELA,VL. GILDA,,1,1722
21:21,2731-10,METRÔ ITAQUERA,VL. PROGRESSO,,2,33714
21:21,7051-10,TERM. CAMPO LIMPO,JD. ROSANA,,2,34653
21:21,2002-10,TERM. BANDEIRA,TERM. PQ. D. PEDRO II,,1,711
21:21,4055-10,VL. SOLANGE,CPTM GUAIANASES,,2,35215
21:21,476A-10,TERM. STO. AMARO,IPIRANGA,,2,33072
21:21,2105-10,LGO. DA CONCÓRDIA,JD. FILHOS DA TERRA,,2,35015
21:21,3901-10,METRÔ PENHA,JD. DANFER,,2,34237
21:21,407E-10,METRÔ CARRÃO,JD. SÃO FRANCISCO (VIA JD. STO. ANDRÉ),,1,2215
21:21,3768-10,CPTM JOSÉ BONIFÁCIO,VL. YOLANDA,,2,33824
21:21,9785-10,METRÔ BARRA FUNDA,VL. TEREZINHA,,1,828
21:21,1722-10,METRÔ TUCURUVI,JD. MARINA,,2,33632
21:21,7903-10,PÇA. RAMOS DE AZEVEDO,JD. JOÃO XXIII/EDUC.,,1,512
21:21,4051-10,CPTM GUAIANASES,JD. SÃO PAULO,,2,34912
21:21,6007-10,TERM. STO. AMARO,TERM. CAPELINHA,,2,32944
21:21,273V-10,METRÔ PENHA,PARADA XV DE NOVEMBRO,,2,32999
21:21,6805-31,TERM. JOÃO DIAS,TERM. CAPELINHA,,2,34556
21:21,6099-10,DIVISA DE EMBU-GUAÇU,TERM. GRAJAÚ,,1,1587
21:21,2028-10,METRÔ TUCURUVI,VL. AYROSA,,1,2263
21:21,7023-10,TERM. STO. AMARO,JD. NAKAMURA,,1,2152
21:21,857P-10,PARAÍSO,TERM. CAMPO LIMPO,,1,1926
21:21,648P-10,TERM. PINHEIROS,TERM. CAPELINHA,,2,32834
21:21,938P-10,METRÔ BARRA FUNDA,JD. TEREZA,,2,33656
21:21,8300-10,TERM. LAPA,TERM. PIRITUBA,,2,34032
21:21,,,,,,
21:21,2709-10,VL. UNIÃO,METRÔ PATRIARCA,,2,33690
21:21,3712-10,METRÔ ITAQUERA,JD. SÃO JOÃO,,1,1009
21:21,1742-10,METRÔ SANTANA,JD. ANTÁRTICA,,2,33310
21:21,546J-41,COL. STA. MARIA,JD. SELMA,,2,33902
21:21,107T-10,TERM. PINHEIROS,METRÔ TUCURUVI,,2,33389
21:21,9009-10,TERM. CACHOEIRINHA,COHAB BRASILÂNDIA,,1,877
21:21,8026-10,TERM. VL. SÔNIA,JD. INGÁ,,2,34851
21:21,807M-10,SHOP. MORUMBI,TERM. CAMPO LIMPO,,1,1916
21:21,2718-10,METRÔ PENHA,VL. SÍLVIA,,1,931
21:21,3743-10,METRÔ ITAQUERA,SÃO MATEUS,,1,1043
21:21,5145-10,PÇA. ALMEIDA JR.,TERM. SAPOPEMBA,,2,34409
21:21,6813-10,TERM. CAPELINHA,JD. LÍDIA,,2,32801
21:21,573A-10,VL. ALPINA,METRÔ BRESSER,,1,1637
21:21,4311-10,TERM. PQ. D. PEDRO II,TERM. SÃO MATEUS,,2,34939
21:21,1016-10,SHOP. CENTER NORTE,CEM. DO HORTO,,2,33599
21:21,5317-10,PÇA. DO CORREIO,SESC/ORION,,2,32837
21:21,7281-10,PÇA. RAMOS DE AZEVEDO,LAPA,,2,34102
21:21,8538-10,PÇA. DO CORREIO,FREGUESIA DO Ó,,1,1359
21:21,3743-10,METRÔ ITAQUERA,SÃO MATEUS,,2,33811
21:21,6116-10,TERM. GRAJAÚ,JD. PRAINHA,,1,1186
21:21,2025-10,SANTANA,VL. NOVA GALVÃO,,2,35035
21:21,6815-10,TERM. CAPELINHA,JD. COMERCIAL,,2,32793
21:21,517J-10,TERM. ÁGUA ESPRAIADA,JD. SELMA,,1,1129
21:21,2008-10,CPTM ITAIM PAULISTA,JD. NSA. SRA. DO CAMINHO,,2,33665
21:21,8319-10,SESC POMPÉIA,PQ. CONTINENTAL,,2,33244
21:21,5185-10,TERM. PQ. D. PEDRO II,TERM. GUARAPIRANGA,,2,34076
21:21,5318-10,PÇA. DA SÉ,CHÁC. SANTANA,,1,45
21:21,3015-10,JD. MABEL,JD. ROMANO,,1,2454
21:21,,,,,,
21:21,971X-10,METRÔ SANTANA,TERM. CACHOEIRINHA,,2,34463
21:21,8050-31,LAPA,PQ. MORRO DOCE,,2,33183
21:21,5164-10,PQ. IBIRAPUERA,VL. STA. CATARINA,,1,1283
21:21,364A-10,SHOP. ARICANDUVA,HOSP. IPIRANGA,,2,34014
21:21,4052-10,METRÔ ITAQUERA,CPTM GUAIANASES,,2,34913
21:21,3728-10,PQ. SAVOY CITY,METRÔ ARTUR ALVIM,,1,1025
21:21,5110-10,TERM. MERCADO,TERM. SÃO MATEUS,,1,2209
21:21,6073-10,TERM. VARGINHA,JD. STA. TEREZINHA,,1,1160
21:21,3741-10,METRÔ ITAQUERA,CPTM D. BOSCO,,2,33809
21:21,809H-10,LAPA,JD. BOA VISTA,,2,35013
21:21,2765-10,METRÔ TATUAPÉ,VL. CISPER,,1,145
21:21,6960-10,TERM. STO. AMARO,TERM. VARGINHA,,1,1443
21:21,4725-10,SHOP. IBIRAPUERA,VL. BRASILINA,,2,33106
21:21,719P-10,TERM. PRINC. ISABEL,TERM. PINHEIROS,,1,1372
21:21,5144-10,TERM. PRINC. ISABEL,TERM. SAPOPEMBA,,1,1627
21:21,6041-10,STO. AMARO,JD. JANGADEIRO,,2,33986
21:21,677Y-10,TERM. CAPELINHA,JD. GUARUJÁ,,2,34008
21:21,1206-10,CORREIO,PQ. VL. MARIA,,1,842
21:21,2720-31,METRÔ GUILHERMINA/ESPERANÇA,JD. BELÉM,,1,1842
21:21,6026-10,TERM. STO. AMARO,JD. ICARAÍ,,1,87
21:21,3729-10,METRÔ CARRÃO,SHOP. ARICANDUVA,,1,1026
21:21,978A-10,METRÔ BARRA FUNDA,TERM. CACHOEIRINHA,,1,1369
21:21,6051-10,TERM. VARGINHA,JD. ITAJAÍ,,2,33911
21:21,1741-10,METRÔ SANTANA,VL. DIONISIA,,2,33307
21:21,6L05-10,TERM. PARELHEIROS,BARRAGEM,,1,1173
21:21,4717-10,METRÔ SAÚDE,JD. MARIA ESTELA,,2,33103
21:21,6115-10,TERM. GRAJAÚ,CANTINHO DO CÉU,,1,1185
21:21,2012-10,SHOP.D,VL. MEDEIROS,,2,35049
21:21,5038-10,TERM. SACOMÃ,PQ. BRISTOL,,2,34429
21:21,3791-10,METRÔ ARTUR ALVIM,SHOP. ARICANDUVA,,1,1069
21:21,607A-10,SOCORRO,JD. APURÁ,,1,2139
21:21,8038-10,LAPA,PQ. CONTINENTAL,,1,797
21:21,2724-10,CONJ. ARAUCÁRIA,METRÔ ARTUR ALVIM,,1,938
21:21,407W-10,METRÔ CARRÃO,JD. IV CENTENÁRIO,,1,2204
21:21,4010-10,TERM. VL. CARRÃO,JD. NSA. SRA. DO CARMO,,2,34951
21:21,3046-10,METRÔ TATUAPÉ,VL. GUARANI,,2,33739
21:21,6200-10,TERM. BANDEIRA,TERM. STO. AMARO,,2,33123
21:21,7011-10,JD. ÂNGELA,JD. DOS REIS,,1,1952
21:21,8060-10,TERM. LAPA,VL. PIAUÍ,,1,418
21:21,1178-10,PÇA. DO CORREIO,SÃO MIGUEL,,1,132
21:21,6053-10,TERM. GRAJAÚ,JD. ELLUS,,1,1145
21:21,709A-10,METRÔ ANA ROSA,TERM. ÁGUA ESPRAIADA,,1,2092
21:21,6835-31,TERM. CAPELINHA,VALO VELHO,,2,34175
21:21,3789-51,CIRCULAR,METALÚRGICOS,,2,35369
21:21,6818-10,TERM. CAPELINHA,JD. VALE DAS VIRTUDES,,1,28
21:21,6063-43,TERM. VARGINHA,VL. DA PAZ,,1,2480
21:21,6913-10,TERM. BANDEIRA,TERM. VARGINHA,,2,34233
21:21,2704-10,METRÔ ITAQUERA,JD. ROBRU,,1,916
21:21,6837-10,TERM. CAPELINHA,SHOP. PORTAL,,2,32774
21:21,817C-10,HOSP. DAS CLÍNICAS,LAPA,,1,1337
21:21,9008-10,TERM. CACHOEIRINHA,PQ. DE TAIPAS,,1,875
21:21,6080-10,SHOP. INTERLAGOS,JD. LUCÉLIA,,1,1168
21:21,1026-10,CONEXÃO PETRÔNIO PORTELA,VL. IARA,,2,35074
21:21,3789-51,CIRCULAR,METALÚRGICOS,,1,2601
21:21,6804-10,TERM. JOÃO DIAS,JD. INGÁ,,2,32798
21:21,707A-10,METRÔ PÇA. DA ÁRVORE,JD. ÂNGELA,,1,1990
21:21,2732-10,VL. REGINA,METRÔ ARTUR ALVIM,,1,947
21:21,8707-10,TERM. PRINC. ISABEL,RIO PEQUENO,,1,2064
21:21,8084-10,CID. UNIVERSITÁRIA,METRÔ BUTANTÃ,,1,2607
21:21,6058-10,TERM. VARGINHA,JD. NORONHA,,1,1149
21:21,3737-31,CIRCULAR,METRÔ GUILHERMINA/ESPERANÇA,,1,1354
21:21,847P-10,VL. OLÍMPIA,TERM. PIRITUBA,,2,33191
21:21,4031-10,METRÔ TAMANDUATEÍ,PQ. STA. MADALENA,,2,33869
21:21,118C-10,TERM. AMARAL GURGEL,JD. PERY ALTO,,1,519
21:21,3903-10,PENHA,JD. VL. NOVA,,1,1471
21:21,4732-10,METRÔ SAÚDE,VL. LIVIERO,,1,302
21:21,1782-10,METRÔ SANTANA,VL. NOVA GALVÃO,,2,33411
21:21,6042-21,CEU CAPÃO REDONDO,TERM. CAPELINHA,,2,34543
21:21,978J-10,TERM. PRINC. ISABEL,VOITH,,2,33359
21:21,8000-1,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,,2,35274
21:21,271A-10,METRÔ SANTANA,TERM. PENHA,,2,33470
21:21,675K-10,METRÔ STA. CRUZ,TERM. JD. ÂNGELA,,1,198
21:21,4035-10,METRÔ ITAQUERA,GUAIANASES,,1,2560
21:21,847J-10,JAGUARÉ,CITY JARAGUÁ,,1,1342
21:21,128Y-10,LAPA,JD. PERY ALTO,,2,33611
21:21,2006-10,CPTM ITAIM PAULISTA,CID. KEMEL I,,2,33663
21:21,1014-10,MORRO DOCE,CPTM PERUS,,1,2609
21:21,3766-10,METRÔ ITAQUERA,COHAB II,,2,33823
21:21,8319-10,SESC POMPÉIA,PQ. CONTINENTAL,,1,476
21:21,8300-10,TERM. LAPA,TERM. PIRITUBA,,1,1264
21:21,709M-10,TERM. PINHEIROS,TERM. STO. AMARO,,2,35230
21:21,938C-10,TERM. PRINC. ISABEL,COHAB TAIPAS,,1,586
21:21,6045-10,STO. AMARO,VALO VELHO,,1,1222
21:21,5701-10,TERM. ÁGUA ESPRAIADA,METRÔ CONCEIÇÃO,,1,1136
21:21,6078-10,SHOP. INTERLAGOS,CANTINHO DO CÉU,,1,1166
21:21,2010-10,SHOP. D,PQ. EDU CHAVES,,1,2104
21:21,508L-10,ACLIMAÇÃO,TERM. PRINC. ISABEL,,2,32885
21:21,2104-10,TERM. PQ. D. PEDRO II,METRÔ SANTANA,,2,35023
21:21,211V-10,PENHA,VL. PARANAGUÁ,,2,32922
21:21,4051-10,CPTM GUAIANASES,JD. SÃO PAULO,,1,2144
21:21,3024-10,TERM. VL PRUDENTE,VL. INDUSTRIAL,,2,33045
21:21,476G-41,METRÔ ANA ROSA,VL. INDUSTRIAL,,2,33880
21:21,7002-10,HOSP. DAS CLÍNICAS,JD. ROSA MARIA,,1,772
21:21,372F-10,METRÔ BRESSER,UNIV. SÃO JUDAS TADEU,,1,1015
21:21,5164-41,METRÔ CONCEIÇÃO,VL. GUARANI,,1,1617
21:21,917H-10,METRÔ VL. MARIANA,TERM. PIRITUBA,,1,456
21:21,745M-10,SHOP. SP MARKET,CAMPO LIMPO,,2,33550
21:21,6232-10,METRÔ BARRA FUNDA,PINHEIROS/VILA IDA,,1,483
21:21,3029-10,METRÔ TATUAPÉ,JD. DAS ROSAS,,2,33734
21:21,6455-10,LGO. SÃO FRANCISCO,TERM. CAPELINHA,,1,63
21:21,857R-10,ACLIMAÇÃO,TERM. CAMPO LIMPO,,2,34660
21:21,,,,,,
21:21,271C-10,TERM. PRINC. ISABEL - CIRCULAR,PQ. VL. MARIA,,2,33450
21:21,8200-10,TERM. LAPA,TERM. PIRITUBA,,2,34031
21:21,4716-10,METRÔ STA. CRUZ,SACOMÃ,,1,1106
21:21,209P-1,TERM. PINHEIROS,CACHOEIRINHA,,1,2301
21:21,677Y-10,TERM. CAPELINHA,JD. GUARUJÁ,,1,1240
21:21,8083-10,METRÔ BUTANTÃ,CID. UNIVERSITÁRIA,,1,2606
21:21,3054-10,HOSP. SAPOPEMBA,JD. PALANQUE,,2,33743
21:21,9011-10,TERM. CACHOEIRINHA,CPTM JARAGUÁ,,1,878
21:21,,,,,,
21:21,3745-10,METRÔ TATUAPÉ,JD. IMPERADOR,,1,1044
21:21,1034-10,CONEXÃO VL. IÓRIO,VL. IARA,,2,35220
21:21,3736-10,METRÔ ARTUR ALVIM,JD. NSA. SRA. DO CARMO,,1,1036
21:21,546L-10,TERM. STO. AMARO,JD. LUSO,,1,1285
21:21,8549-10,PÇA. DO CORREIO,TAIPAS,,2,33348
21:21,5021-10,TERM. SACOMÃ,ÁGUA FUNDA,,1,1667
21:21,6056-10,TERM. GRAJAÚ,PQ. STA. CECÍLIA,,1,1147
21:21,809U-21,METRÔ VILA MADALENA,METRÔ BARRA FUNDA,,2,35075
21:21,3003-10,CPTM VL. MARA/ITAIM,JD. SÃO MARTINHO,,2,34565
21:21,3735-10,JD. SÃO JOÃO,METRÔ ARTUR ALVIM,,1,1035
21:21,8000-10,PÇA. RAMOS DE AZEVEDO,TERM. LAPA,,2,34041
21:21,805L-10,ACLIMAÇÃO,TERM. PRINC. ISABEL,,1,124
21:21,513C-10,SÃO MATEUS,VL. CALIFÓRNIA,,2,35303
21:21,938V-10,METRÔ BARRA FUNDA,JD. VISTA ALEGRE,,1,813
21:21,7050-10,TERM. CAMPO LIMPO,JD. DAS ROSAS,,1,1884
21:21,9004-10,TERM. CACHOEIRINHA,JD. ELISA MARIA,,1,871
21:21,7017-10,TERM. GUARAPIRANGA,JD. GUARUJÁ,,1,2502
21:21,6820-31,TERM. CAPELINHA,JD. DAS ROSAS,,1,1406
21:21,637V-10,TERM. STO. AMARO,PQ. AMÉRICA,,2,32872
21:21,709P-10,TERM. PINHEIROS,EST. STO. AMARO/GUIDO CALOI,,1,1993
21:21,2731-10,METRÔ ITAQUERA,VL. PROGRESSO,,1,946
21:21,6037-10,TERM. CAPELINHA,JD. MITSUTANI,,2,33983
