hr,codigo_linha,origem,destino,tipo,circular,codigo_cl
21:21,967A-10,PINHEIROS,IMIRIM,,1,568
21:21,1758-10,METRÔ SANTANA,JD. ANTÁRTICA,,1,552
21:21,8082-10,METRÔ BUTANTÃ,CID. UNIVERSITÁRIA,,2,35373
21:21,1759-10,METRÔ SANTANA,JD. PERY,,1,553
21:21,5106-10,LGO. SÃO FRANCISCO,MAR PAULISTA,,2,34048
21:21,930P-10,TERM. PINHEIROS,TERM. PQ. D. PEDRO II,,2,34883
21:21,695V-10,METRÔ ANA ROSA,TERM. CAPELINHA,,2,32776
21:21,8015-10,TERM. PIRITUBA,CEM. DE PERUS,,2,34113
21:21,8622-10,PÇA. RAMOS DE AZEVEDO,MORRO DOCE,,1,438
21:21,148L-10,LAPA,COHAB ANTÁRTICA,,1,531
21:21,2023-10,METRÔ TUCURUVI,CACHOEIRA,,2,35028
21:21,6291-10,TERM. BANDEIRA,INOCOOP CAMPO LIMPO,,2,33126
21:21,978J-10,TERM. PRINC. ISABEL,VOITH,,1,591
21:21,3006-10,CPTM GUAIANASES,JD. FANGANIELO,,2,34633
21:21,719P-10,TERM. PRINC. ISABEL,TERM. PINHEIROS,,2,34140
21:21,3098-31,JD. ELIZABETH,SÃO MATEUS,,1,1839
21:21,3721-41,METRÔ ITAQUERA,SHOP. ARICANDUVA,,2,34461
21:21,2719-10,METRÔ VL. MATILDE,ERMELINO MATARAZZO,,1,932
21:21,5154-10,TERM. PRINC. ISABEL,TERM. STO. AMARO,,1,353
21:21,2552-10,TERM. PQ. D. PEDRO II,VL. MARA,,1,142
21:21,5290-10,TERM. PQ. D. PEDRO II,DIV. DIADEMA,,1,597
21:21,975A-10,METRÔ ANA ROSA,VL. BRASILÂNDIA,,2,33357
21:21,6836-10,TERM. JOÃO DIAS,CAPÃO REDONDO,,1,13
21:21,509M-10,TERM. PRINC. ISABEL,JD. MIRIAM,,1,1277
21:21,6414-10,TERM. BANDEIRA,SOCORRO,,2,33128
21:21,475R-10,TERM. PQ. D. PEDRO II,JD. SÃO SAVÉRIO,,2,33112
21:21,524M-10,SHOP. ARICANDUVA,MASCARENHAS DE MORAIS,,1,1631
21:21,,,,,,
21:21,5630-10,METRÔ BRÁS,TERM. GRAJAÚ,,2,32846
21:21,9191-10,BOM RETIRO,JD. ELISA MARIA,,2,33578
21:21,637J-10,PINHEIROS,VL. SÃO JOSÉ,,2,32871
21:21,677V-10,EST. GRAJAÚ,JD. ALPINO,,2,32880
21:21,2029-10,METRÔ TUCURUVI,JD. FONTÁLIS,,1,2270
21:21,6063-10,TERM. VARGINHA,JD. VARGINHA,,1,1152
21:21,6475-10,TERM. BANDEIRA,JD. VAZ DE LIMA,,2,34085
21:21,342C-10,PENHA,JD. MARÍLIA,,2,33770
21:21,6026-10,TERM. STO. AMARO,JD. ICARAÍ,,2,32855
21:21,809T-10,LAPA,COHAB RAPOSO TAVARES,,1,2246
21:21,2060-10,METRÔ ARTUR ALVIM,TERM. A. E. CARVALHO,,2,32902
21:21,6451-10,TERM. BANDEIRA,TERM. CAPELINHA,,1,61
21:21,2363-10,TERM. PQ. D. PEDRO II,JD. DANFER,,2,32903
21:21,6028-10,TERM. STO. AMARO,RIVIERA,,1,1211
21:21,8083-10,METRÔ BUTANTÃ,CID. UNIVERSITÁRIA,,2,35374
21:21,6039-10,STO. AMARO,VALO VELHO,,2,33985
21:21,9500-10,PÇA. DO CORREIO,TERM. CACHOEIRINHA,,1,461
21:21,213E-10,METRÔ BELÉM,PQ. EDU CHAVES,,2,35266
21:21,209P-10,TERM. PINHEIROS,CACHOEIRINHA,,1,2216
21:21,5142-10,TERM. PQ. D. PEDRO II,TERM. SAPOPEMBA,,1,1626
21:21,647A-10,PINHEIROS,VALO VELHO,,1,1315
21:21,3031-10,METRÔ ITAQUERA,JD. ALTO PAULISTANO,,2,33735
21:21,1771-10,METRÔ SANTANA,JD. FONTÁLIS,,1,634
21:21,2728-10,METRÔ PENHA,JD. DO CASTELO,,1,943
21:21,3737-10,METRÔ GUILHERMINA/ESPERANÇA,SHOP. ARICANDUVA,,1,1037
21:21,2724-10,CONJ. ARAUCÁRIA,METRÔ ARTUR ALVIM,,2,33706
21:21,3741-10,METRÔ ITAQUERA,CPTM D. BOSCO,,1,1041
21:21,407I-10,METRÔ BRESSER,CONJ. MANOEL DA NÓBREGA,,1,2222
21:21,209P-10,TERM. PINHEIROS,CACHOEIRINHA,,2,34984
21:21,6016-41,TERM. GRAJAÚ,JD. PORTO VELHO,,1,1706
21:21,8705-10,ANHANGABAÚ,SHOP. CONTINENTAL,,2,34840
21:21,748R-10,METRÔ BARRA FUNDA,JD. JOÃO XXIII,,2,33269
21:21,4031-10,METRÔ TAMANDUATEÍ,PQ. STA. MADALENA,,1,1101
21:21,1775-10,SHOP. CENTER NORTE,VL. ALBERTINA,,1,638
21:21,778R-10,TERM. PRINC. ISABEL,COHAB RAPOSO TAVARES,,2,33277
21:21,6050-10,TERM. GRAJAÚ,PQ. COCAIA,,2,33993
21:21,807P-10,STO. AMARO,PARAISÓPOLIS,,2,34867
21:21,7012-10,TERM. GUARAPIRANGA,PQ. DO LAGO,,2,34811
21:21,271A-10,METRÔ SANTANA,TERM. PENHA,,1,702
21:21,2719-10,METRÔ VL. MATILDE,ERMELINO MATARAZZO,,2,33700
21:21,737A-10,TERM. STO. AMARO,TERM. JD. ÂNGELA,,2,34498
21:21,4007-10,TERM. VL. CARRÃO,COHAB JUSCELINO,,1,2181
21:21,875C-1,METRÔ STA. CRUZ,TERM. LAPA,,2,35278
21:21,7062-31,TERM. CAMPO LIMPO,INOCOOP CAMPO LIMPO,,1,1914
21:21,2769-10,METRÔ TATUAPÉ,JD. ROMANO,,2,33165
21:21,574J-10,TERM. VL. CARRÃO,METRÔ CONCEIÇÃO,,2,34453
21:21,175T-10,METRÔ JABAQUARA,METRÔ SANTANA,,1,623
21:21,6000-10,TERM. STO. AMARO,TERM. PARELHEIROS,,1,1140
21:21,4314-10,TERM. PQ. D. PEDRO II,INÁCIO MONTEIRO,,1,2174
21:21,647A-10,PINHEIROS,VALO VELHO,,2,34083
21:21,9784-10,METRÔ BARRA FUNDA,JD. DOS FRANCOS,,2,33595
21:21,6045-21,TERM. CAPELINHA,VALO VELHO,,1,2164
21:21,5029-10,TERM. SACOMÃ,JD. PATENTE,,2,34440
21:21,4030-10,SHOP. ARICANDUVA,FAZENDA DA JUTA,,2,33868
21:21,574A-10,LGO. CAMBUCI,AMERICANÓPOLIS,,1,602
21:21,9500-10,PÇA. DO CORREIO,TERM. CACHOEIRINHA,,2,33229
21:21,5391-10,LGO. SÃO FRANCISCO,JD. ÂNGELA,,2,32939
21:21,5031-10,TERM. SACOMÃ,VL. ARAPUÁ,,1,1746
21:21,502J-10,METRÔ STA. CRUZ,EST. AUTÓDROMO,,2,34043
21:21,8008-10,TERM. PIRITUBA,HAB. TURÍSTICA,,2,34026
21:21,6250-10,TERM. BANDEIRA,JD. JAQUELINE,,2,33236
21:21,675X-10,AACD-SERVIDOR,TERM. GRAJAÚ,,1,111
21:21,2712-10,SHOP. METRÔ ITAQUERA,JD. SÃO NICOLAU,,2,33694
21:21,775F-10,HOSP. DAS CLÍNICAS,JD. DAS PALMAS,,2,33564
21:21,6414-10,TERM. BANDEIRA,SOCORRO,,1,360
21:21,6073-10,TERM. VARGINHA,JD. STA. TEREZINHA,,2,33928
21:21,745M-10,SHOP. SP MARKET,CAMPO LIMPO,,1,782
21:21,119C-10,TERM. PRINC. ISABEL,PQ. EDU CHAVES,,2,33429
21:21,2104-10,TERM. PQ. D. PEDRO II,METRÔ SANTANA,,1,2255
21:21,517J-10,TERM. ÁGUA ESPRAIADA,JD. SELMA,,2,33897
21:21,714C-10,PAULISTA,COHAB EDUCANDÁRIO,,2,33255
21:21,2717-10,CANGAÍBA,METRÔ GUILHERMINA/ESPERANÇA,,1,930
21:21,3063-10,TERM. SÃO MATEUS,GUAIANASES,,2,33021
21:21,129F-10,METRÔ BARRA FUNDA,CONEXÃO PETRÔNIO PORTELA,,2,35072
21:21,6L11-10,TERM. GRAJAÚ,ILHA DO BORORÉ,,2,33935
21:21,211V-10,PENHA,VL. PARANAGUÁ,,1,154
21:21,573T-10,METRÔ CARRÃO,TERM. SAPOPEMBA,,1,1632
21:21,6037-10,TERM. CAPELINHA,JD. MITSUTANI,,1,1215
21:21,342M-10,TERM. PENHA,TERM. SÃO MATEUS,,2,33515
21:21,4093-10,TERM. CID. TIRADENTES,CID. TIRADENTES,,2,35216
21:21,857A-10,METRÔ STA. CRUZ,TERM. CAMPO LIMPO,,2,34693
21:21,8013-10,LAPA,TERM. JD. BRITANIA,,1,800
21:21,5106-31,METRÔ ANA ROSA,JD. UBIRAJARA,,2,34073
21:21,1759-10,METRÔ SANTANA,JD. PERY,,2,33321
21:21,6076-10,TERM. STO. AMARO,JD. PROGRESSO,,1,1165
21:21,509J-10,PQ. IBIRAPUERA,JD. SELMA,,2,33032
21:21,513C-31,E.T. ITAQUERA,VL. CALIFÓRNIA,,1,2536
21:21,5129-41,STO. AMARO,JD. MIRIAM,,1,1974
21:21,8028-10,METRÔ MORUMBI,PARAISÓPOLIS,,2,35300
21:21,8086-10,PINHEIROS,JAGUARÉ,,2,35389
21:21,513C-31,E.T. ITAQUERA,VL. CALIFÓRNIA,,2,35304
21:21,3032-10,CIRCULAR,TERM. VL. CARRÃO,,2,33488
21:21,4035-10,METRÔ ITAQUERA,GUAIANASES,,2,35328
21:21,709A-10,METRÔ ANA ROSA,TERM. ÁGUA ESPRAIADA,,2,34860
21:21,6818-10,TERM. CAPELINHA,JD. VALE DAS VIRTUDES,,2,32796
21:21,8055-10,LAPA,PERUS,,2,33182
21:21,677A-10,ITAIM BIBI,TERM. JD. ÂNGELA,,2,34007
21:21,148P-10,METRÔ BARRA FUNDA,PEDRA BRANCA,,2,33302
21:21,778J-41,METRÔ BARRA FUNDA,COHAB RAPOSO TAVARES,,1,1486
21:21,5103-10,MOEMA,TERM. SACOMÃ,,1,1646
21:21,888P-10,COHAB TAIPAS,PERUS,,2,33222
21:21,374M-10,METRÔ ITAQUERA,CPTM ERMELINO MATARAZZO,,1,1965
21:21,2028-10,METRÔ TUCURUVI,VL. AYROSA,,2,35031
21:21,669A-10,TERM. PRINC. ISABEL,TERM. STO. AMARO,,1,4
21:21,971T-10,METRÔ SANTANA,VL. STA. MARIA,,2,33386
21:21,8548-10,TERM. LAPA,PARADA DE TAIPAS,,1,578
21:21,2201-10,CPTM GUAIANASES,DIV. DE FERRAZ,,1,909
21:21,403A-10,TERM. PENHA,CPTM JOSÉ BONIFÁCIO,,1,2192
21:21,2017-10,SÃO MIGUEL,JD. ROBRU,,1,903
21:21,576M-10,PINHEIROS,VL. CLARA,,1,604
21:21,477P-10,RIO PEQUENO,IPIRANGA,,2,33116
21:21,3002-10,SÃO MIGUEL,JD. MABEL,,1,1808
21:21,2014-10,METRÔ BARRA FUNDA,JD. PERY ALTO,,2,33668
21:21,3134-10,METRÔ TAMANDUATEÍ,SHOP. ARICANDUVA,,1,993
21:21,857R-41,ANA ROSA,EST. HEBRAICA REBOUÇAS,,2,34795
21:21,8073-10,TERM. VL. SÔNIA,JD. GUARAÚ,,2,34849
21:21,637A-10,TERM. PINHEIROS,TERM. JD. ÂNGELA,,1,185
21:21,4086-10,CIRCULAR,TERM. CID. TIRADENTES,,1,2250
21:21,6046-10,STO. AMARO,JD. SÃO BENTO NOVO,,1,1223
21:21,8600-10,LGO. DO PAISSANDÚ,TERM. PIRITUBA,,2,34200
21:21,8038-10,LAPA,PQ. CONTINENTAL,,2,33565
21:21,6072-23,BALN. SÃO JOSÉ,TERM. VARGINHA,,2,34772
21:21,5652-10,PÇA. DA SÉ,JD. IV CENTENÁRIO,,2,33042
21:21,4033-10,NOVA CONQUISTA,JD. GUAIRACÁ,,1,1103
21:21,9019-10,TERM. PIRITUBA,JD. PAULISTANO,,1,1433
21:21,273R-10,METRÔ ARTUR ALVIM,JD. ROBRU,,1,226
21:21,4113-10,PÇA. DA REPÚBLICA,GENTIL DE MOURA,,1,768
21:21,3731-10,METRÔ VL. MATILDE,SHOP. ARICANDUVA,,1,1028
21:21,9011-21,CITY JARAGUÁ,CPTM JARAGUÁ,,2,34536
21:21,5145-10,PÇA. ALMEIDA JR.,TERM. SAPOPEMBA,,1,1641
21:21,695X-22,SHOP. INTERLAGOS,TERM. VARGINHA,,1,1621
21:21,775F-31,PQ. DO POVO,JD. DAS PALMAS,,2,35256
21:21,971D-10,SHOP. CENTER NORTE,JD. DAMASCENO,,2,33477
21:21,576C-10,TERM. STO. AMARO,METRÔ JABAQUARA,,2,34058
21:21,875C-10,METRÔ STA. CRUZ,TERM. LAPA,,1,478
21:21,577T-10,METRÔ ANA ROSA,JD. MIRIAM,,1,1291
21:21,746K-10,CAMPO BELO,PARAISÓPOLIS,,2,33555
21:21,9002-10,TERM. CACHOEIRINHA,JD. PERY ALTO,,2,33638
21:21,6049-10,STO. AMARO,VALO VELHO,,2,34077
21:21,8060-10,TERM. LAPA,VL. PIAUÍ,,2,33186
21:21,917M-10,METRÔ ANA ROSA,MORRO GRANDE,,1,1366
21:21,2767-10,METRÔ TATUAPÉ,CID. PEDRO JOSÉ NUNES,,2,33009
21:21,407R-10,METRÔ BELÉM,TERM. VL. CARRÃO,,1,2201
21:21,5028-10,METRÔ ALTO DO IPIRANGA,CONJ. HAB. HELIÓPOLIS,,2,34402
21:21,948A-10,METRÔ BARRA FUNDA,VL. ZATT,,1,1423
21:21,407M-10,VL. MONUMENTO,METRÔ VL. MARIANA,,2,33086
21:21,1016-10,SHOP. CENTER NORTE,CEM. DO HORTO,,1,831
21:21,3390-10,TERM. PQ. D. PEDRO II,SÃO MATEUS,,2,33506
21:21,2002-10,TERM. BANDEIRA,TERM. PQ. D. PEDRO II,,2,33479
21:21,179X-10,METRÔ BARRA FUNDA,JD. FONTÁLIS,,1,680
21:21,6232-10,METRÔ BARRA FUNDA,PINHEIROS/VILA IDA,,2,33251
21:21,971D-10,SHOP. CENTER NORTE,JD. DAMASCENO,,1,709
21:21,342N-10,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK,,1,1003
21:21,3773-10,METRÔ CARRÃO,RES. STA. BÁRBARA,,1,1059
21:21,5370-10,LGO. SÃO FRANCISCO,TERM. VARGINHA,,2,34210
21:21,609F-10,TERM. PRINC. ISABEL,CHÁC. SANTANA,,1,37
21:21,297A-10,METRÔ BARRA FUNDA,VL. SANTA MARIA,,2,34901
21:21,6840-10,TERM. CAPELINHA,TERM. JD. JACIRA,,1,201
21:21,7245-10,HOSP. DAS CLÍNICAS,TERM. STO. AMARO,,2,33131
21:21,3390-10,TERM. PQ. D. PEDRO II,SÃO MATEUS,,1,738
21:21,6455-10,LGO. SÃO FRANCISCO,TERM. CAPELINHA,,2,32831
21:21,107T-10,TERM. PINHEIROS,METRÔ TUCURUVI,,1,621
21:21,6075-10,TERM. VARGINHA,JD. REC. CAMPO BELO,,2,33930
21:21,3732-10,METRÔ ITAQUERA,CPTM JOSÉ BONIFÁCIO,,2,33797
21:21,9014-10,TERM. LAPA,MORRO GRANDE,,2,34193
21:21,2435-10,TERM. ARICANDUVA,JD. COIMBRA,,2,32978
21:21,746H-10,STO. AMARO,JD. JAQUELINE,,2,33553
21:21,5144-10,TERM. PRINC. ISABEL,TERM. SAPOPEMBA,,2,34395
21:21,9354-10,PÇA. DO CORREIO,TERM. CACHOEIRINHA,,2,33476
21:21,7049-10,TERM. CAMPO LIMPO,PQ. DO LAGO,,1,1912
21:21,6078-10,SHOP. INTERLAGOS,CANTINHO DO CÉU,,2,33934
21:21,5105-10,TERM. MERCADO,TERM. SACOMÃ,,1,1651
21:21,748A-41,LAPA,JD. PERI PERI,,2,33267
21:21,524M-10,SHOP. ARICANDUVA,MASCARENHAS DE MORAIS,,2,34399
21:21,8006-10,TERM. PIRITUBA,JD. DONÁRIA,,2,34024
21:21,971R-42,METRÔ SANTANA,CDHU VOITH,,1,616
21:21,6010-10,TERM. GUARAPIRANGA,CHÁC. STA. MARIA,,2,33970
21:21,5185-10,TERM. PQ. D. PEDRO II,TERM. GUARAPIRANGA,,1,1308
21:21,4036-10,TERM. VL. CARRÃO,METRÔ ITAQUERA,,2,35329
21:21,9501-10,LGO. DO PAISSANDÚ,TERM. CACHOEIRINHA,,1,462
21:21,627J-10,METRÔ SÃO JUDAS,JD. MIRIAM,,2,34824
21:21,6061-10,TERM. GRAJAÚ,JD. MARILDA,,2,33918
21:21,6338-10,PQ. IBIRAPUERA,JD. MIRIAM,,2,34061
21:21,1020-10,CONEXÃO VL. IÓRIO,PERUS,,1,2497
21:21,263C-10,COHAB II,JD. HELENA,,1,252
21:21,352A-10,TERM. SÃO MATEUS,JD. HELENA,,2,32932
21:21,857P-10,PARAÍSO,TERM. CAMPO LIMPO,,2,34694
21:21,695H-10,TERM. STO. AMARO,JD. HERPLIN,,1,1196
21:21,7040-10,PINHEIROS,PARAISÓPOLIS,,1,776
21:21,6418-10,BROOKLIN NOVO,REAL PQ.,,1,771
21:21,9009-10,TERM. CACHOEIRINHA,COHAB BRASILÂNDIA,,2,33645
21:21,5013-10,STO. AMARO,JD. LUSO,,2,33885
21:21,6034-10,TERM. GRAJAÚ,PQ. RES. COCAIA,,2,32863
21:21,3134-10,METRÔ TAMANDUATEÍ,SHOP. ARICANDUVA,,2,33761
21:21,4027-10,JD. STO. ANDRÉ,HOSP. SÃO MATEUS,,2,33865
21:21,6110-10,AEROPORTO,CONJ. HAB. PALMARES,,1,1184
21:21,6L11-10,TERM. GRAJAÚ,ILHA DO BORORÉ,,1,1167
21:21,9006-10,TERM. CACHOEIRINHA,VL. PENTEADO,,1,874
21:21,4021-10,VL. CHUCA,METRÔ ITAQUERA,,1,2548
21:21,2740-10,METRÔ SANTANA,PEDRA BRANCA,,2,34560
21:21,6042-10,STO. AMARO,JD. TRÊS ESTRELAS,,1,1219
21:21,273X-10,METRÔ ARTUR ALVIM,JD. DAS OLIVEIRAS,,2,33160
21:21,3099-10,JD. DA CONQUISTA,HOSP. SÃO MATEUS,,1,1079
21:21,875P-10,METRÔ ANA ROSA,METRÔ BARRA FUNDA,,2,34109
21:21,917M-10,METRÔ ANA ROSA,MORRO GRANDE,,2,34134
21:21,9032-10,TERM. CACHOEIRINHA,JD. DAMASCENO,,1,880
21:21,271F-10,METRÔ BELÉM,CENTER NORTE,,2,33451
21:21,2715-10,METRÔ PATRIARCA,VL. SÍLVIA,,2,33696
21:21,9785-10,METRÔ BARRA FUNDA,VL. TEREZINHA,,2,33596
21:21,971C-10,METRÔ SANTANA,COHAB BRASILÂNDIA,,2,33339
21:21,5012-10,JABAQUARA,VL. GUACURI,,2,33884
21:21,971M-10,METRÔ SANTANA,VL. PENTEADO,,2,33380
21:21,4734-10,METRÔ SAÚDE,VL. MORAES,,2,33877
21:21,2728-10,METRÔ PENHA,JD. DO CASTELO,,2,33711
21:21,7545-10,PÇA. RAMOS DE AZEVEDO,JD. JOÃO XXIII,,1,504
21:21,2702-10,METRÔ ARTUR ALVIM,VL. AMERICANA,,1,914
21:21,1780-10,METRÔ PARADA INGLESA,JD. HEBRON,,2,33637
21:21,6826-10,TERM. CAPELINHA,JD. D. JOSÉ,,1,16
21:21,607M-10,TERM. ÁGUA ESPRAIADA,TERM. GRAJAÚ,,2,34804
21:21,4008-21,CIRCULAR,COHAB JOSÉ BONIFÁCIO C,,2,35295
21:21,978L-10,TERM. PRINC. ISABEL,TERM. CACHOEIRINHA,,1,466
21:21,819A-10,JD. PRIMAVERA,CPTM VL. AURORA,,1,803
21:21,4726-10,METRÔ TATUAPÉ,MOOCA,,1,1680
21:21,1773-10,MANDAQUI,CEM. PQ. DOS PINHEIROS,,1,637
21:21,6812-10,JD. ANGELA,JD. CAPELA,,2,34010
21:21,6063-41,TERM. VARGINHA,JD. NOVO MARILDA,,1,1773
21:21,3539-10,METRÔ BRESSER,CID. TIRADENTES,,2,33516
21:21,4706-10,METRÔ VL. MARIANA,JD. MARIA ESTELA II,,1,299
21:21,4491-10,TERM. PQ. D. PEDRO II,VL. LIVIERO,,1,327
21:21,875A-10,PERDIZES,AEROPORTO,,2,33377
21:21,119L-10,TERM. LAPA,VL. SULINA,,2,35041
21:21,3161-10,TERM. PQ. D. PEDRO II,JD. COLORADO,,2,33852
21:21,118C-10,TERM. AMARAL GURGEL,JD. PERY ALTO,,2,33287
21:21,5318-10,PÇA. DA SÉ,CHÁC. SANTANA,,2,32813
21:21,5630-10,METRÔ BRÁS,TERM. GRAJAÚ,,1,78
21:21,211L-10,LAPA,MANDAQUI,,1,2265
21:21,2733-10,METRÔ ITAQUERA,PQ. GUARANI,,2,33716
21:21,475M-10,TERM. AMARAL GURGEL,JD. DA SAÚDE,,1,343
21:21,390E-10,TERM. PQ. D. PEDRO II,TERM. PENHA,,1,1882
21:21,6262-10,TERM. BANDEIRA,CEASA,,2,34139
21:21,6044-10,TERM. STO. AMARO,JD. D. JOSÉ,,1,1221
21:21,695T-10,METRÔ VL. MARIANA,TERM. CAPELINHA,,2,34090
21:21,4092-10,SETOR IIB,TERM. CID. TIRADENTES,,2,34644
21:21,746C-10,STO. AMARO,JD. TABOÃO,,2,33551
21:21,848L-10,TERM. PIRITUBA,RECANTO DOS HUMILDES,,2,33576
21:21,7005-10,JD. ÂNGELA,JD. VERA CRUZ,,1,1998
21:21,5129-10,TERM. GUARAPIRANGA,JD. MIRIAM,,2,34049
21:21,8029-10,TERM. MORUMBI,SHOP. PORTAL,,2,35308
21:21,4115-10,PÇA. DA REPÚBLICA,SHOP. PLAZA SUL,,2,33090
21:21,4114-10,TERM. PQ. D. PEDRO II,JD. DA SAÚDE,,2,33089
21:21,971T-10,METRÔ SANTANA,VL. STA. MARIA,,1,618
21:21,9023-10,TERM. PIRITUBA,PQ. DE TAIPAS,,1,1437
21:21,2772-10,METRÔ PENHA,JD. NAZARÉ,,2,33166
21:21,4001-10,TERM. VL. CARRÃO,ITAQUERA,,1,2176
21:21,3112-10,METRÔ BELÉM,VL. INDUSTRIAL,,2,33848
21:21,6052-10,TERM. VARGINHA,JD. SETE DE SETEMBRO,,2,33912
21:21,8545-10,METRÔ BARRA FUNDA,PENTEADO,,1,1364
21:21,8100-10,TERM. LAPA,TERM. PIRITUBA,,2,34030
21:21,6035-10,STO. AMARO,VL. GILDA,,2,33981
21:21,546T-10,TERM. STO. AMARO,VL. GUACURI,,1,272
21:21,746P-10,STO. AMARO,PARAISÓPOLIS,,1,788
21:21,,,,,,
21:21,5127-10,EST. JURUBATUBA,VL. GUACURI,,2,33895
21:21,2755-10,METRÔ PENHA,GUAIANASES,,2,33001
21:21,5759-31,METRÔ CONCEIÇÃO,PQ. PRIMAVERA,,2,33907
21:21,8047-41,METRÔ VL. MADALENA,JARAGUÁ,,1,410
21:21,175P-10,ANA ROSA,METRÔ SANTANA,,1,675
21:21,1703-10,SHOP. CENTER NORTE,JD. FONTÁLIS,,1,847
21:21,177Y-10,PINHEIROS,METRÔ BARRA FUNDA,,1,867
21:21,695V-10,METRÔ ANA ROSA,TERM. CAPELINHA,,1,8
21:21,1757-10,METRÔ SANTANA,CONJ. DOS BANCÁRIOS,,2,33316
21:21,3742-10,METRÔ ITAQUERA,JD. LARANJEIRA,,2,33810
21:21,253F-10,TERM. SÃO MATEUS,TERM. A. E. CARVALHO,,1,158
21:21,1765-10,METRÔ TUCURUVI,JD. CABUÇU,,1,1782
21:21,6500-10,TERM. BANDEIRA,TERM. STO. AMARO,,2,32814
21:21,9501-10,LGO. DO PAISSANDÚ,TERM. CACHOEIRINHA,,2,33230
21:21,8605-10,TERM. BANDEIRA,TERM. CAMPO LIMPO,,2,34685
21:21,6L04-10,TERM. PARELHEIROS,JD. ORIENTAL/FONTES,,2,33948
21:21,746C-10,STO. AMARO,JD. TABOÃO,,1,783
21:21,6069-10,TERM. STO. AMARO,JD. SÃO BERNARDO,,1,1154
21:21,746P-10,STO. AMARO,PARAISÓPOLIS,,2,33556
21:21,5119-10,LGO. SÃO FRANCISCO,TERM. CAPELINHA,,1,1
21:21,2076-10,TERM. PENHA,JD. DAS OLIVEIRAS,,2,33136
21:21,271A-51,METRÔ SANTANA,CANGAÍBA,,2,33471
21:21,546L-10,TERM. STO. AMARO,JD. LUSO,,2,34053
21:21,3768-10,CPTM JOSÉ BONIFÁCIO,VL. YOLANDA,,1,1056
21:21,273F-10,METRÔ ITAQUERA,VL. MARA,,2,32927
21:21,875C-10,METRÔ STA. CRUZ,TERM. LAPA,,2,33246
21:21,4004-10,BARRO BRANCO,TERM. CID. TIRADENTES,,1,2178
21:21,6053-10,TERM. GRAJAÚ,JD. ELLUS,,2,33913
21:21,2100-10,PÇA. DA SÉ,TERM. VL. CARRÃO,,1,713
21:21,4029-10,TERM. VL PRUDENTE,SÃO MATEUS,,2,33867
21:21,3754-10,METRÔ ITAQUERA,INÁCIO MONTEIRO,,2,33817
21:21,3063-1,TERM. SÃO MATEUS,GUAIANASES,,1,2626
21:21,756A-10,TERM. ÁGUA ESPRAIADA,JD. PAULO VI,,1,793
21:21,5119-10,LGO. SÃO FRANCISCO,TERM. CAPELINHA,,2,32769
21:21,6805-10,TERM. JOÃO DIAS,TERM. CAPELINHA,,2,32799
21:21,6412-10,PAULISTA,PARAISÓPOLIS,,2,33538
21:21,5018-31,JABAQUARA,SHOP. INTERLAGOS,,2,34629
21:21,6048-10,STO. AMARO,CAPÃO REDONDO,,1,56
21:21,1726-10,METRÔ SANTANA,CEM. PQ. DOS PINHEIROS,,2,34171
21:21,2522-10,METRÔ ITAQUERA,JD. STO. ANTÔNIO,,1,140
21:21,5020-10,TERM. SACOMÃ,HOSP. HELIÓPOLIS,,2,34438
21:21,8082-10,METRÔ BUTANTÃ,CID. UNIVERSITÁRIA,,1,2605
21:21,476G-10,IBIRAPUERA,JD. ELBA,,2,33879
21:21,3739-10,METRÔ ITAQUERA,RECANTO VERDE SOL,,2,33807
21:21,2762-10,METRÔ TATUAPÉ,ERMELINO MATARAZZO,,2,32912
21:21,8040-10,TERM. LAPA,SOL NASCENTE,,2,33174
21:21,174M-10,MUSEU DO IPIRANGA,VL. SABRINA,,2,33441
21:21,2013-10,CACHOEIRINHA,COHAB ANTÁRTICA,,1,899
21:21,6801-10,TERM. JOÃO DIAS,JD. IBIRAPUERA,,2,32773
21:21,,,,,,
21:21,3046-10,METRÔ TATUAPÉ,VL. GUARANI,,1,971
21:21,6074-10,EST. JURUBATUBA,JD. GAIVOTAS,,2,33929
21:21,2722-31,JD. VERÔNIA,METRÔ GUILHERMINA/ESPERANÇA,,2,33704
21:21,478P-10,VL. ROMANA,SACOMÃ,,2,33117
21:21,273L-10,METRÔ ARTUR ALVIM,CPTM JOSÉ BONIFÁCIO,,2,32992
21:21,675M-10,METRÔ JABAQUARA,CENTRO SESC,,2,32876
21:21,1177-10,LUZ,TERM. A. E. CARVALHO,,1,129
21:21,775N-10,METRÔ VL. MADALENA,RIO PEQUENO,,1,474
21:21,1730-10,METRÔ SANTANA,CENTER NORTE,,1,865
21:21,175T-10,METRÔ JABAQUARA,METRÔ SANTANA,,2,33391
21:21,5362-10,PÇA. DA SÉ,PQ. RES. COCAIA,,2,32838
21:21,2582-10,TERM. PQ. D. PEDRO II,VL. NOVA CURUÇÁ,,2,33142
21:21,2020-10,METRÔ TUCURUVI,HORTO FLORESTAL,,2,35030
21:21,9023-10,TERM. PIRITUBA,PQ. DE TAIPAS,,2,34205
21:21,573H-10,METRÔ BRESSER,HOSP. SAPOPEMBA,,2,34398
21:21,695T-1,METRÔ VL. MARIANA,TERM. CAPELINHA,,2,35387
